what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202195593
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1252202196359
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1252202196406
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202196453
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1252202198312
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202203234
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252202211218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202224156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202257671
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202278640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202320781
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202321125
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202321343
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252202334062
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202334437
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202334687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202337296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202367484
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202369000
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202371093
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252202371812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202424859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202427125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202427125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252202438671
