what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204440484
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204444015
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204444046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204444093
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204491453
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204493015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204493968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204500343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204502312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204517546
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204528734
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204532390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204542281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204543625
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204605218
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204629656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204634437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204661468
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252204681281
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1252204708312
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204736875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204752578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204752578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252204755390
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252204760687
