what,kind,bundleId,bundleVersion,description,time
<<<<<<< HEAD
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1252197205125
os,sysinfo,,,"win32",1252197205140
arch,sysinfo,,,"x86",1252197205140
ws,sysinfo,,,"win32",1252197205140
locale,sysinfo,,,"en_US",1252197205140
processors,sysinfo,,,"2",1252197205140
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1252197205140
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1252197205140
java.specification.name,sysinfo,,,"Java Platform API Specification",1252197205140
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1252197205140
java.specification.version,sysinfo,,,"1.6",1252197205140
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1252197205140
java.version,sysinfo,,,"1.6.0_16",1252197205140
java.vm.info,sysinfo,,,"mixed mode",1252197205140
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1252197205140
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1252197205140
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1252197205140
java.vm.specification.version,sysinfo,,,"1.0",1252197205140
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1252197205140
java.vm.version,sysinfo,,,"14.2-b01",1252197205140
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252197206156
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252197206234
closed,view,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.internal.introview",1252197206343
opened,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.TypeHierarchy",1252197212906
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.TypeHierarchy",1252197212953
=======
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1251874740428
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1251874740428
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1251874740429
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1251874740430
started,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1251874740431
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1251874740432
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1251874740438
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1251874740438
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1251874740440
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1251874740441
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1251874740444
started,bundle,org.eclipse.ui.intro,3.3.0.v20090526,"org.eclipse.ui.intro",1251874740445
started,bundle,org.eclipse.ui.navigator,3.4.0.I20090525-2000,"org.eclipse.ui.navigator",1251874740446
started,bundle,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.resources",1251874740446
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1251874740447
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1251874740448
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1251874740448
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1251874740450
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1251874740451
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1251874740453
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1251874740453
started,bundle,org.eclipse.wst.common.emf,1.1.300.v200905060430,"org.eclipse.wst.common.emf",1251874740454
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.300.v200811200330,"org.eclipse.wst.common.emfworkbench.integration",1251874740455
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1251874740456
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks.ui",1251874740457
>>>>>>> 6b460f01b0eb8f6f66f8e2d91eb9a6c7b63d5da5
