what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247119625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247332578
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1252247348265
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1252247348500
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.open.editor",1252247348625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247358484
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247368843
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252247371468
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1252247371468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247397031
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247518875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247530968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247628750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247640406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247646187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247657765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247748140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247753921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247982921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247987328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247987343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252247987375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252248013640
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252248016828
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252248029687
