what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1252207477656
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252207477703
closed,view,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1252207477750
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1252207480265
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1252207507140
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252207507546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1252207516015
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252207518218
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1252207523093
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252207523968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207535531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207537859
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1252207545640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207549437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207549734
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252207560687
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252207565640
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1252207577250
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252207581093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207599671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207620453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207632234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207632265
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207632296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252207655421
