what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252248812515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252248814109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249098937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1252249103828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249104390
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249104406
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249104500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249172500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249182781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249182796
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249182953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249648500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249650109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249650140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249650156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249686218
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252249688046
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252249689187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249690609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249690625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249690687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249740562
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249742234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249742250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252249742328
