what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203404125
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203412953
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203416796
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203418015
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203418656
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203418656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203448328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203449765
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203450890
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1252203459312
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252203470765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203516500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203523375
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203526312
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203546484
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203557687
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1252203576031
started,bundle,org.eclipse.mylyn.java.tasks,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.tasks",1252203576156
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252203577453
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1252203582546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203625406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203646921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203649796
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203649828
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252203649859
