what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197341218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197341312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197396281
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252197399468
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1252197399890
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1252197405375
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197405968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197421390
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252197421734
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1252197421921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252197427656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197433734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197433750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197434140
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197569093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197573031
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197573031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252197573156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252199935984
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252199941343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252199942875
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252199943312
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.ide.ant",1252199944187
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1252199944187
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1252199944187
